time (min),track_id,pos_x (micron),pos_y (micron),flux (mmol/gdw/h),flux_err (mmol/gdw/h),flux_low (mmol/gdw/h),flux_high (mmol/gdw/h)
28.33,87,289.26,255.96,0.486698,1.35,-1.4133,3.5867
28.33,89,216.23,261.5,-1.86414,1.45,-3.66414,2.03586
28.33,90,204.13,262.8,-0.678976,1.8,-3.07898,3.62102
28.33,Untracked,207.01,265.41,-1.62617,1.9,-4.02617,3.37383
28.33,92,108.61,269.77,-0.229154,2.1,-2.02915,5.17085
28.33,94,32.39,271.52,2.85591,2.85,-1.94409,8.95591
28.33,91,188.92,272.97,-2.65337,1.8,-4.25337,1.74663
28.33,96,75.02,274.61,0.361554,2.35,-2.53845,6.16155
28.33,93,295.34,276.97,-2.40165,0.85,-3.10165,0.498351
28.33,97,270.46,280.31,2.37218,1.15,0.772182,5.27218
28.33,95,156.03,280.54,-0.680631,1.35,-1.38063,3.81937
28.33,98,236.79,280.74,1.68006,1.5,-0.419936,5.38006
28.33,101,249.07,284.55,-2.26592,1.5,-4.56592,1.23408
28.33,99,335.78,285.73,7.53847,1.75,5.43847,11.9385
28.33,100,64.38,286.21,0.576654,2.45,-2.62335,6.57665
28.33,103,114.75,286.96,-0.433669,2,-2.13367,4.86633
28.33,102,320.36,287.29,-5.21414,1.35,-6.51414,-1.31414
28.33,104,200.88,290.39,-0.182702,1.75,-1.8827,4.1173
28.33,105,272.59,293.45,-1.35873,1.05,-2.65873,1.54127
28.33,110,138.16,307.58,-4.72397,1.65,-5.82397,0.0760305
28.33,109,285.26,308.96,-0.933296,0.8,-1.7333,1.3667
28.33,108,118.86,309.22,-1.37395,1.95,-3.27395,3.42605
28.33,111,80.29,316.1,0.165114,2.5,-3.33489,5.76511
28.33,112,383.38,322.48,-2.02165,2.4,-6.12165,3.27835
28.33,114,347.08,322.62,-1.44478,2,-4.04478,3.45522
28.33,113,64.95,324.59,-0.130871,2.7,-4.33087,5.76913
28.33,117,109.59,328.38,-1.54275,1.85,-3.74275,3.25725
28.33,115,273.14,328.5,-2.90798,0.7,-3.60798,-0.707977
28.33,116,21.15,330.59,0.714523,3,-4.68548,6.91452
28.33,118,216.29,332.9,1.55874,1.75,-1.04126,5.75874
28.33,119,49.55,335.25,0.155203,2.8,-4.6448,5.9552
28.33,120,164.27,339.3,-2.47349,1.05,-3.17349,1.02651
28.33,126,185.1,344.85,-1.95936,0.95,-2.85936,1.24064
28.33,122,62.44,347.97,-1.40723,2.65,-5.90723,4.19277
28.33,123,127.13,348.39,0.93147,1.9,-1.26853,5.63147
28.33,124,242.04,350.03,1.27947,1.8,-1.42053,5.47947
28.33,125,354.66,356.45,-0.295461,2.35,-4.29546,4.80454
28.33,128,424.55,357.81,-4.63966,2.95,-9.73966,1.76034
28.33,127,399.58,359.72,4.59221,2.65,0.092212,10.4922
28.33,129,9.77,364.28,0.700621,3.05,-4.99938,6.80062
28.33,130,135.03,364.64,7.93601,2.05,5.43601,12.536
28.33,131,102.78,372.18,-2.2247,2.25,-5.6247,2.8753
28.33,132,183.44,372.63,-1.40772,1.6,-3.90772,2.39228
28.33,134,163.39,387.94,1.49548,2.1,-1.80452,5.99548
28.33,133,37.95,389.54,-1.57799,1.95,-3.87799,3.52201
28.33,136,110.03,390.47,0.865191,2.55,-3.13481,6.56519
28.33,Untracked,121.32,391.75,0.627372,3.15,-3.47263,8.32737
28.33,135,390.78,394.03,0.158025,2.9,-5.14198,6.25802
28.33,137,365.68,396.94,1.42382,2.8,-3.57618,7.32382
28.33,138,148.93,399.13,-0.814372,2.35,-4.71437,4.18563
28.33,142,22.78,407.53,0.563819,2.45,-3.23618,6.06382
28.33,140,162.43,409.1,-0.361546,2.4,-4.46155,4.73845
28.33,141,378.36,409.74,3.30702,2.95,-2.19298,9.20702
28.33,139,192.03,412.46,-0.21843,2.4,-4.51843,4.78157
28.33,146,133.72,412.74,0.969071,2.65,-3.63093,6.36907
28.33,143,117.26,413.96,0.732651,2.75,-4.06735,6.63265
28.33,144,177.45,416.09,5.33998,2.35,1.13998,10.34
28.33,147,429.3,419.51,5.7987,3.1,-0.201296,11.9987
28.33,151,303.87,421.32,-4.97227,2.7,-9.47227,1.02773
28.33,149,214.69,424.38,2.29495,2.65,-2.50505,7.69495
28.33,148,330.62,428.36,1.96036,2.85,-3.13964,8.06036
28.33,152,63.07,428.62,1.8042,2.75,-2.9958,7.3042
28.33,153,314.82,428.96,2.14611,2.8,-2.85389,8.04611
28.33,156,242.85,429.99,-0.359375,2.65,-5.15937,5.14063
28.33,158,101.09,430.51,0.55507,2.9,-4.94493,6.45507
28.33,157,386.66,436.98,3.02233,3.1,-2.97767,9.22233
28.33,150,291.86,439.67,12.1057,2.8,7.2057,18.2057
28.33,155,141.69,440.24,0.9625,2.9,-4.1375,7.1625
28.33,Untracked,266.54,441.3,12.5166,3.65,6.51657,20.8166
37.78,1,65.09,2.55,4.19757,2.9,0.797568,10.7976
37.78,3,179.97,7.27,0.0367989,2.25,-2.8632,5.2368
37.78,4,123.11,8.39,6.75207,2.35,4.15207,12.1521
37.78,0,261.98,9.13,7.29297,2.55,3.09297,12.693
37.78,5,312.2,17.01,21.4208,2.85,16.4208,27.4208
37.78,6,157.04,24.67,3.7252,2.2,1.5252,9.0252
37.78,7,251,28.05,-0.381607,2.45,-4.08161,5.01839
37.78,Untracked,96.3,31.19,7.40731,2.95,5.10731,15.8073
37.78,8,145.46,31.56,2.72692,2.1,0.726919,7.82692
37.78,10,11.76,40.23,2.35847,2.9,-1.54153,8.75847
37.78,12,85.18,40.13,2.399,2.4,0.0989966,8.399
37.78,9,258.18,40.38,-3.14956,2.4,-6.74956,2.25044
37.78,11,213.64,43.63,-1.84528,1.65,-4.04528,2.45472
37.78,13,108.82,47.36,-0.368178,2.05,-2.06818,5.03182
37.78,14,62.78,49.73,-0.750146,2.55,-3.35015,5.44985
37.78,17,242.76,52.43,0.919304,2.25,-2.2807,6.1193
37.78,15,22.16,52.87,3.82512,2.7,0.32512,9.92512
37.78,18,13.48,61.87,3.08029,2.6,-0.519708,8.88029
37.78,19,227.38,62.7,-3.83353,2,-6.53353,0.966471
37.78,20,124.98,69.14,0.536171,1.5,-0.463829,4.93617
37.78,21,317.28,74.19,9.95308,2.55,5.35308,15.3531
37.78,22,140.27,83.65,-3.31332,1,-3.81332,0.286682
37.78,24,20.07,88.91,-1.19456,1.8,-3.69456,3.30544
37.78,25,252.34,90.2,3.89189,2,0.791891,8.49189
37.78,23,342.1,91.04,-2.63376,2.6,-7.13376,2.86624
37.78,29,84.18,91.65,2.54372,1.95,0.943722,7.74372
37.78,28,222.52,108.98,-1.29154,1.3,-2.79154,2.20846
37.78,26,129.85,109.1,-0.912111,0.9,-1.31211,2.48789
37.78,Untracked,70.82,111.91,0.0821612,2.55,-1.81784,7.58216
37.78,32,113.31,112.05,-3.56638,1.4,-4.36638,0.733622
37.78,30,23.49,114.52,-6.03668,2.45,-9.23668,-0.636685
37.78,31,41.75,116.24,-0.911977,2.4,-3.61198,4.58802
37.78,34,82.63,118.08,0.893963,1.95,-0.806037,5.99396
37.78,Untracked,437.33,119.57,2.91176,3.5,-2.58824,11.4118
37.78,33,195.62,124.31,-1.30952,0.95,-2.30952,1.49048
37.78,36,140.4,128.89,-4.54614,1.25,-5.34614,-0.846137
37.78,37,101.92,130.91,0.442174,1.6,-0.957826,4.84217
37.78,38,162.62,132.76,-2.18379,1.15,-3.38379,1.11621
37.78,41,18.15,138.97,6.46168,2.55,2.96168,12.0617
37.78,39,253.45,141.75,-7.00208,1.7,-9.80208,-3.10208
37.78,42,225.55,141.94,-0.474431,1.45,-2.57443,3.02557
37.78,40,266.4,142.36,1.88437,1.45,-0.215634,5.38437
37.78,43,159.1,149.02,2.95101,1.3,1.45101,6.45101
37.78,45,208.67,150.62,2.96465,1.25,1.16465,6.16465
37.78,44,84.74,150.87,0.148323,2.1,-1.95168,5.24832
37.78,48,351.76,151.94,1.04129,2.35,-3.15871,6.24129
37.78,47,28.92,153.71,2.99137,2.55,-0.408629,8.59137
37.78,46,240.78,154.13,2.49418,1.65,-0.205822,6.29418
37.78,51,332.21,158.95,1.24055,2.2,-2.55945,6.14055
37.78,52,110.63,159.33,0.884057,1.9,-0.915943,5.58406
37.78,49,191.05,159.49,-2.48131,1.4,-4.38131,1.11869
37.78,56,130.99,160.81,0.347312,1.7,-1.35269,4.64731
37.78,55,216.91,161.7,2.02834,1.25,0.428338,5.22834
37.78,53,41.7,162.81,1.12458,2.5,-2.07542,6.62458
37.78,Untracked,77.62,164.96,-0.0850831,2.7,-2.58508,7.21492
37.78,54,258.88,165.2,4.03939,1.3,2.03939,7.23939
37.78,58,211.35,175.58,-2.83105,1.5,-4.93105,0.768949
37.78,59,25.14,178.83,-4.0186,2.45,-7.7186,1.4814
37.78,57,249.36,179.41,-7.61515,1.6,-10.0152,-3.81515
37.78,63,66.4,182.12,-2.44177,2.45,-5.54177,3.05823
37.78,60,196.56,182.72,-5.6575,1.8,-8.3575,-1.2575
37.78,61,36.97,182.91,1.14999,2.55,-2.45001,6.74999
37.78,62,139.24,186.4,1.58476,1.7,-0.815245,5.58476
37.78,64,250.23,190.27,-5.00842,1.7,-7.50842,-0.808423
37.78,67,208.46,195.91,0.997825,1.85,-2.00218,5.19782
37.78,66,224.57,196.66,4.43928,1.75,1.63928,8.53928
37.78,65,8.18,198.03,8.04539,2.8,3.54539,13.8454
37.78,68,289.38,200.72,-6.01366,1.45,-7.81366,-2.31366
37.78,70,267.42,206.42,5.00531,1.35,3.40531,8.60531
37.78,69,104.46,207,-1.91347,2.1,-5.01347,2.78653
37.78,72,199.47,210.01,0.940538,1.95,-2.25946,5.24054
37.78,71,60.25,210.94,2.49897,2.25,-0.30103,7.79897
37.78,73,121.55,215.97,2.99056,2.05,-0.209437,7.39056
37.78,74,180.25,223.63,1.66925,1.95,-1.63075,5.96925
37.78,75,96.43,228.2,-9.39907,2.25,-12.7991,-4.39907
37.78,76,334.4,229.61,2.03218,2.3,-1.66782,7.13218
37.78,78,313.59,235.11,4.03087,1.95,0.930867,8.33087
37.78,80,111.46,235.45,-1.66207,2.15,-5.16207,3.03793
37.78,79,259.52,235.8,3.18843,1.65,0.588428,6.98843
37.78,77,368.32,236,5.78323,2.55,1.38323,11.2832
37.78,81,7.49,237.58,6.1726,2.95,1.0726,12.3726
37.78,82,193.2,238.8,0.51216,1.95,-2.68784,4.81216
37.78,83,63.78,240.4,2.22054,2.45,-1.87946,7.62054
37.78,Untracked,209.3,240.54,-1.40118,2,-4.00118,3.69882
37.78,84,145.07,246.12,0.438359,1.5,-1.06164,4.43836
37.78,85,132.09,248.09,0.891111,1.6,-0.808889,5.19111
37.78,86,327.88,252.34,-4.6995,2.15,-7.3995,0.200498
37.78,87,288.43,254.75,-0.986729,1.4,-2.88673,2.61327
37.78,Untracked,202.54,259.78,0.0177613,1.95,-2.58224,5.11776
37.78,89,217.44,259.71,-1.41073,1.3,-2.81073,2.28927
37.78,90,203.89,264.45,-0.579439,1.7,-2.97944,3.52056
37.78,92,108.11,270.38,0.0411047,2.15,-3.2589,4.7411
37.78,91,188.96,271.93,-3.20368,1.8,-5.90368,0.996316
37.78,93,295.14,276.32,-2.62199,1.15,-3.32199,1.07801
37.78,95,156.38,278.03,0.565206,1.35,-1.03479,4.06521
37.78,96,74.46,278.21,1.04492,2.3,-2.65508,6.14492
37.78,97,270.26,279.94,1.52477,1.35,-0.275232,5.02477
37.78,98,236.8,281.36,2.3327,1.5,0.432701,6.1327
37.78,101,248.46,284,-1.86848,1.6,-4.16848,2.03152
37.78,99,336.24,284.73,7.82126,2.1,5.52126,12.7213
37.78,94,37.92,285.55,2.34491,2.85,-2.75509,8.34491
37.78,100,65.62,286.18,1.20085,2.45,-2.69915,6.40085
37.78,103,115.57,286.56,-0.0426832,2,-3.14268,4.45732
37.78,102,319.17,287.58,-4.62132,1.55,-5.92132,-0.321322
37.78,104,200.41,290.05,-0.172326,1.75,-2.87233,3.92767
37.78,105,272.34,292.93,-0.103312,1.3,-1.80331,3.19669
37.78,108,120.42,309.15,-1.96957,1.75,-4.06957,2.53043
37.78,110,140.31,309.35,-4.61453,1.5,-6.41453,-0.81453
37.78,109,285.93,309.56,-0.019116,1,-1.31912,2.68088
37.78,111,79.32,315.76,-0.211609,2.5,-4.31161,5.08839
37.78,112,382.14,321.78,-2.31082,2.6,-6.81082,3.18918
37.78,113,64.52,322.67,-0.406484,2.65,-5.10648,5.09352
37.78,114,347,323.74,-0.835827,2.15,-3.83583,4.16417
37.78,115,272.87,328.08,-3.13803,0.85,-4.13803,-0.738034
37.78,117,109.25,328.53,-2.4933,1.55,-3.8933,2.1067
37.78,116,20.27,330.44,0.235323,3.05,-5.46468,6.43532
37.78,118,216.9,333.19,2.20047,2,-1.19953,6.60047
37.78,119,52.02,338.26,-0.769177,2.8,-5.86918,4.93082
37.78,120,165.41,340.15,-1.50066,1.3,-3.20066,1.89934
37.78,126,185.35,345.48,-1.17215,1.25,-2.67215,2.32785
37.78,122,62.99,346.32,-2.32219,2.65,-7.02219,3.17781
37.78,123,126.19,348.15,0.630064,1.7,-1.16994,5.13006
37.78,124,239.9,351.71,1.21718,2.1,-2.38282,5.81718
37.78,125,354.51,356.2,-1.37931,2.65,-5.97931,4.22069
37.78,128,425.26,358.32,-5.04533,3,-10.5453,1.25467
37.78,127,399.01,359.83,4.15385,2.6,-0.446154,9.55385
37.78,129,10.04,363.87,-0.136701,3.05,-5.7367,6.2633
37.78,130,134.37,363.76,7.31686,2.05,4.21686,12.0169
37.78,131,102.68,372.25,-1.46652,2.25,-5.16652,3.43348
37.78,132,183.72,374.85,-3.87527,1.8,-6.37527,0.32473
37.78,134,163.62,387.64,0.966132,2.1,-2.63387,5.66613
37.78,133,34.02,388.13,-1.96329,2,-4.06329,3.43671
37.78,135,396.53,393.35,0.158906,3.05,-5.64109,6.35891
37.78,136,112.44,394.04,1.30094,2.6,-3.39906,6.60094
37.78,137,367.21,396.15,1.34705,3,-4.35295,7.44705
37.78,138,148.63,398.79,-2.76611,2.45,-6.96611,2.63389
37.78,Untracked,102.31,402.33,3.52693,3.6,-2.37307,11.7269
37.78,140,162.8,406.11,-1.54496,2.55,-5.74496,4.15504
37.78,142,22.26,407.53,0.306001,2.55,-3.394,6.006
37.78,141,378.5,409.29,3.20885,3.1,-2.79115,9.50885
37.78,143,114.74,410.76,0.911809,2.8,-4.18819,6.71181
37.78,139,193.27,413.41,-0.828352,2.6,-5.12835,4.87165
37.78,146,133.42,413.97,0.206701,2.8,-4.6933,6.1067
37.78,144,175.36,414.85,6.93793,2.55,2.53793,12.5379
37.78,145,160.59,418.21,3.49054,3.05,-1.20946,10.7905
37.78,147,429.52,418.92,5.25252,3.2,-0.947485,11.8525
37.78,151,304.04,420.69,-2.05537,2.85,-7.55537,3.54463
37.78,149,214.51,423.92,1.79504,2.75,-3.30496,7.59504
37.78,148,330.97,426.97,2.2678,3.05,-3.6322,8.2678
37.78,153,315.02,428.27,2.83024,2.95,-2.96976,8.63024
37.78,152,64.59,429.4,1.89829,2.8,-3.00171,7.69829
37.78,156,241.5,429.5,0.28831,2.65,-4.51169,5.98831
37.78,158,102.71,431.14,0.909696,3,-4.7903,7.0097
37.78,155,141.16,434.4,1.59771,2.95,-3.80229,7.69771
37.78,157,387.52,436.46,2.87417,3.25,-3.32583,9.57417
37.78,159,40.8,438.51,2.00774,3.6,-4.49226,9.50774
37.78,150,290.36,439.46,12.8368,2.9,7.13677,18.4368
37.78,161,327.78,440.39,2.89468,3.7,-4.10532,10.2947
37.78,160,228.47,442.04,3.72166,3.35,-2.47834,10.7217
47.22,1,63.16,3.07,5.57957,3.15,-0.320428,11.5796
47.22,0,261.29,5.53,6.08643,2.8,0.886432,11.8864
47.22,2,101.99,5.51,13.4686,3.3,7.86857,19.6686
47.22,3,179.31,8.09,0.20181,2.65,-4.59819,5.60181
47.22,4,123.75,8.41,7.73824,2.75,2.83824,12.9382
47.22,5,308.93,17.77,21.4363,3.1,15.5363,27.6363
47.22,6,156.84,24.94,4.44886,2.45,0.248861,9.44886
47.22,7,250.59,28.57,-1.85565,2.8,-6.55565,4.34435
47.22,8,144.78,30.59,3.51264,2.4,-0.287358,8.71264
47.22,10,12.54,40.07,2.45169,3.15,-3.74831,8.35169
47.22,9,257.61,40.36,-3.63403,2.65,-7.83403,2.26597
47.22,12,82.98,41.03,3.65542,2.75,-0.644582,9.45542
47.22,11,214.03,43.72,-2.40303,1.9,-5.00303,2.19697
47.22,13,109.01,47.18,0.735717,2.35,-2.56428,6.03572
47.22,14,62.48,47.71,1.13426,2.85,-3.56574,7.03426
47.22,15,22.66,50.48,2.45578,3.05,-3.34422,8.25578
47.22,17,242.52,55.17,-0.122771,2.55,-4.42277,5.47723
47.22,18,12.64,61.52,2.0715,2.8,-3.2285,7.6715
47.22,19,228.37,64.37,-5.0195,2.25,-8.8195,0.0805037
47.22,20,121.84,69.25,2.34528,1.7,0.345276,6.74528
47.22,21,316.74,74.75,10.4393,2.8,5.23934,16.4393
47.22,22,139.57,77.84,-3.52518,1.25,-4.82518,0.074824
47.22,25,251.94,87.33,3.92723,2.4,0.0272299,9.32723
47.22,23,342.52,87.62,-1.45272,2.85,-6.55272,4.64728
47.22,24,20.74,88.17,-2.15434,2.05,-5.15434,2.84566
47.22,29,85.62,94.36,2.93381,2.1,-0.0661902,7.73381
47.22,26,129.41,105.89,-2.6488,0.75,-3.2488,0.0511981
47.22,28,222.56,109.15,-1.61554,1.5,-3.11554,2.38446
47.22,Untracked,70.95,112.92,-1.73566,3.05,-5.63566,6.16434
47.22,30,25.81,113.66,-6.34163,2.85,-11.3416,-0.441634
47.22,32,111.66,115.28,-3.72215,1.55,-5.52215,0.577852
47.22,31,41.99,116.02,-0.80341,2.85,-5.70341,4.89659
47.22,34,81.21,118.84,1.53234,2.3,-1.76766,6.53234
47.22,33,195.18,121.45,-1.29356,1.2,-2.89356,2.00644
47.22,35,23.08,124.87,-0.402989,3.35,-6.20299,6.59701
47.22,36,140.46,128.63,-6.08524,1.45,-7.78524,-2.18524
47.22,37,103.45,129.52,1.01415,1.9,-1.58585,5.41415
47.22,38,161.97,132.79,-2.34471,1.45,-4.44471,1.25529
47.22,39,248.78,135.85,-6.50354,2.05,-9.90354,-1.90354
47.22,41,18.65,139.74,7.32011,2.9,1.82011,12.9201
47.22,42,225.72,140.51,-0.966223,1.75,-3.56622,3.13378
47.22,40,261.54,141.56,0.953346,1.7,-1.54665,5.05335
47.22,43,159.16,149.59,4.17373,1.7,1.47373,7.97373
47.22,44,85.43,149.98,0.507966,2.4,-3.39203,5.60797
47.22,45,208.77,149.89,3.7518,1.6,1.4518,7.4518
47.22,48,353.83,150.45,0.45438,2.65,-4.34562,6.15438
47.22,46,242.42,153.03,2.31501,1.95,-0.984991,6.61501
47.22,47,28.64,153.4,3.69836,2.9,-1.80164,9.29836
47.22,52,111.38,158.43,0.977202,2.2,-2.5228,5.7772
47.22,49,191.2,158.72,-1.72342,1.8,-4.72342,2.37658
47.22,51,332.02,158.8,1.29429,2.45,-3.20571,6.39429
47.22,53,40.6,160.21,0.945709,2.9,-4.35429,6.74571
47.22,55,216.61,162.93,1.37296,1.5,-0.427039,5.27296
47.22,56,127.7,163.8,0.997312,2.1,-2.40269,5.59731
47.22,54,258.12,164.67,3.3774,1.65,0.977397,7.2774
47.22,58,211.2,176.16,-3.20383,1.85,-5.80383,1.19617
47.22,57,249.93,176.59,-8.0259,1.9,-10.9259,-3.6259
47.22,59,25.97,179.18,-3.26619,2.9,-8.66619,2.53381
47.22,60,195.93,181.87,-5.19576,2.1,-8.89576,-0.695764
47.22,61,36.62,182.18,0.934916,2.95,-4.66508,6.63492
47.22,63,68.3,184.02,-2.44705,2.7,-7.34705,3.05295
47.22,62,139.36,184.42,1.61163,2.05,-1.88837,6.01163
47.22,64,250.22,189.59,-5.84499,1.95,-9.04499,-1.54499
47.22,65,6.97,195.81,7.69209,3.1,1.69209,13.6921
47.22,66,225.06,196.49,4.48921,2.05,0.989208,8.98921
47.22,67,208.86,198.77,0.730412,2.2,-3.16959,5.43041
47.22,68,289.17,199.94,-6.72357,1.65,-8.92357,-2.62357
47.22,71,56.03,205.6,1.95894,2.6,-2.44106,7.45894
47.22,69,103.64,206.56,-2.11092,2.45,-6.31092,3.08908
47.22,70,267.2,206.58,5.83341,1.6,3.73341,9.63341
47.22,72,199.53,209.83,0.468086,2.3,-3.73191,5.26809
47.22,73,120.68,215.26,2.0243,2.35,-1.8757,7.0243
47.22,74,180.12,222.34,2.10171,2.2,-1.79829,6.60171
47.22,75,95.85,227.61,-7.8787,2.45,-11.9787,-2.7787
47.22,76,335.17,228.78,2.65934,2.6,-2.44066,7.75934
47.22,77,361.82,234.05,5.57755,2.75,0.277551,11.2776
47.22,79,259.22,235.49,2.33448,2,-1.26552,6.63448
47.22,80,112.29,235.85,-1.35874,2.2,-4.75874,3.54126
47.22,78,311.33,237.8,3.35258,2.25,-0.647423,8.15258
47.22,81,8.16,238.1,5.6799,3.2,-0.7201,11.7799
47.22,82,193.42,238.93,0.285845,2.25,-3.61415,4.88585
47.22,83,61.64,239.54,3.08217,2.75,-2.01783,8.48217
47.22,84,147.28,244.29,-0.200602,1.35,-1.6006,3.6994
47.22,85,131.36,247.6,-0.601186,1.4,-2.00119,3.49881
47.22,86,328.66,251.88,-4.381,2.55,-8.681,1.119
47.22,87,288.76,254.84,-1.83918,1.55,-4.23918,1.86082
47.22,89,217.82,258.29,-1.44045,1.95,-4.24045,2.85955
47.22,90,203.08,265.65,-0.975651,2.15,-4.47565,3.62435
47.22,91,189.27,268.32,-4.15972,2,-6.95972,0.24028
47.22,92,107.79,269.67,-0.0450071,2.15,-3.34501,4.75499
47.22,93,294.84,276.12,-3.19973,1.45,-4.29973,0.900266
47.22,95,156.55,278.18,0.473913,1.2,-1.02609,3.97391
47.22,96,73.91,278.64,0.823569,2.5,-3.17643,6.22357
47.22,97,270.5,279.75,1.37597,1.5,-0.92403,5.07597
47.22,98,236.41,280.46,2.18631,2.05,-1.31369,6.58631
47.22,101,248.78,284.14,-1.74869,2,-5.24869,2.45131
47.22,99,337.08,284.29,9.24588,2.45,5.54588,14.5459
47.22,100,66.31,285.68,1.01933,2.6,-3.18067,6.51933
47.22,102,318.54,286.29,-4.64854,2,-6.54854,0.151456
47.22,103,112.99,286.71,-0.0950012,2.15,-3.295,4.705
47.22,104,200.99,290.09,-0.862322,2.05,-3.56232,3.63768
47.22,105,272.34,292.5,-0.190484,1.55,-2.29048,3.60952
47.22,94,34.59,293.44,2.22501,3.15,-3.87499,8.22501
47.22,110,141.62,305.93,-5.67092,1.55,-7.17092,-1.27092
47.22,109,286.3,308.09,-0.811931,1.2,-2.21193,2.58807
47.22,108,121.09,309.51,-2.08504,2,-4.88504,2.61496
47.22,111,79.95,314.64,-0.914843,2.8,-5.61484,4.98516
47.22,112,382.15,321.64,-1.34264,2.95,-6.74264,4.75736
47.22,113,64.43,322.11,-0.856346,2.95,-6.25635,5.04365
47.22,114,347.24,323.97,0.890163,2.55,-3.80984,5.99016
47.22,115,272.25,327.73,-4.2652,1.05,-5.2652,-0.965203
47.22,117,108.1,328.56,-2.35721,1.95,-4.65721,2.54279
47.22,116,20.54,329.02,-0.0179953,3.25,-6.318,6.382
47.22,118,216.75,332.17,2.9809,2.3,-0.8191,7.7809
47.22,120,161.92,336.01,-1.56411,1.4,-2.66411,2.53589
47.22,121,172.48,342.46,-2.47156,1.4,-4.27156,1.42844
47.22,119,52.54,343.15,-1.55485,3.05,-7.15485,4.54515
47.22,122,63.49,346.36,-3.15253,2.9,-8.25253,2.84747
47.22,123,125.43,349.05,0.850272,2.15,-2.04973,5.85027
47.22,126,185.81,349.19,0.549626,1.6,-1.65037,4.54963
47.22,124,241.65,350.46,1.19991,2.4,-2.70009,6.49991
47.22,125,354.36,356.01,-1.5672,2.9,-6.7672,4.6328
47.22,128,425.62,357.13,-3.97247,3.25,-10.1725,2.82753
47.22,127,398.79,359.74,3.61428,3.05,-1.88572,10.0143
47.22,129,10.01,363.05,-0.329733,3.25,-6.62973,6.17027
47.22,130,134.69,362.99,7.13664,2.4,3.23664,12.3366
47.22,131,102.9,373.6,-1.54749,2.5,-5.44749,4.15251
47.22,132,184.52,379.98,-4.60159,2.4,-8.70159,0.498408
47.22,134,163.66,386.94,1.08124,2.55,-3.41876,6.48124
47.22,133,33.98,387.71,-1.7917,2.25,-4.3917,3.9083
47.22,135,396.95,390.82,1.56376,3.25,-4.83624,8.16376
47.22,136,113.18,391.4,1.17553,2.85,-3.92447,7.07553
47.22,137,368.29,395.87,2.02991,3.2,-4.27009,8.52991
47.22,138,149.19,398.54,-3.64821,2.85,-8.74821,2.35179
47.22,140,159.8,403.93,-0.34708,2.9,-5.64708,5.55292
47.22,142,21.79,408.12,0.559329,2.75,-3.94067,6.55933
47.22,141,378.94,409.25,4.17876,3.3,-2.42124,10.6788
47.22,143,116.56,411.5,1.3652,3.05,-4.5348,7.4652
47.22,144,171.73,412.91,10.9538,2.9,5.25382,16.3538
47.22,146,134.48,415.06,0.336764,3.05,-5.56324,6.43676
47.22,139,190.62,416.04,1.02568,2.95,-4.77432,6.52568
47.22,145,161.15,417.77,6.8908,2.95,1.0908,12.5908
47.22,147,429.66,418,6.72783,3.4,-0.0721672,13.3278
47.22,151,303.7,420.66,0.85085,3.1,-5.24915,6.85085
47.22,149,214.48,423.56,1.835,3.1,-4.165,7.735
47.22,148,331.36,424.19,2.67067,3.25,-3.72933,9.07067
47.22,153,315.31,428.52,3.45453,3.2,-2.84547,9.75453
47.22,152,65.78,429.73,1.75119,2.95,-3.44881,8.05119
47.22,158,100.96,430.82,1.44865,3.25,-4.95135,7.64865
47.22,156,241.3,430.92,0.628125,2.95,-5.37188,6.22812
47.22,155,142.1,431.77,3.05696,3.2,-3.24304,9.25696
47.22,150,289.73,432.07,12.1455,3.15,5.64553,17.8455
47.22,157,388.4,434.91,4.18042,3.45,-2.81958,10.7804
47.22,159,39.49,438.94,1.96502,3.3,-4.23498,8.56502
47.22,160,228.83,440.42,3.65615,3.2,-2.74385,9.65615
47.22,161,327.3,441.3,2.90894,3.3,-3.59106,9.50894
56.67,0,261.27,1.85,5.05691,3.35,-0.843093,12.1569
56.67,1,61.12,2.02,6.20308,3.2,0.00307561,12.4031
56.67,2,100.03,5.59,11.6545,2.95,6.15451,17.3545
56.67,3,179.16,6.45,-0.0396868,2.65,-4.83969,5.46031
56.67,4,123.04,9.18,6.0627,2.85,0.862698,11.5627
56.67,5,304.9,17.03,22.4498,3.1,16.2498,28.4498
56.67,6,156.55,23.89,3.61983,2.6,-0.780166,9.21983
56.67,7,250.47,28,-1.31908,2.8,-6.61908,4.38092
56.67,8,145.58,34.9,3.79566,2.4,-0.104338,8.99566
56.67,9,256.99,39.06,-2.6946,2.7,-7.4946,3.1054
56.67,10,13.03,39.28,1.98796,3.8,-5.01204,9.58796
56.67,11,213.39,41.97,-2.8207,1.95,-5.6207,1.7793
56.67,12,82.13,43.87,5.30724,2.7,0.607239,10.5072
56.67,13,107.77,44.89,2.31468,2.45,-1.48532,7.51468
56.67,14,61.73,45.74,3.49408,2.9,-1.80592,8.99408
56.67,15,23.67,50.69,0.985445,3.05,-4.71456,7.08544
56.67,16,2.53,52.22,2.67889,3.7,-4.12111,10.0789
56.67,17,243.02,53.42,-0.211104,2.6,-5.1111,4.9889
56.67,18,13.88,60.83,0.714375,3,-4.78562,6.81438
56.67,19,228.49,64.38,-5.96016,2.35,-10.2602,-1.06016
56.67,20,119.05,69.43,4.84262,1.7,2.54262,9.04262
56.67,21,315.12,73.94,11.6929,2.9,5.69293,16.8929
