time,pos_x (micron),pos_y (micron),pH,pH_err
28.33,273.93,297.03,7.028,0.649
28.33,296.79,298.8,6.757,0.631
28.33,162.95,301.71,7.278,2.493
28.33,296.29,301.59,6.709,0.64
28.33,175.48,302.2,7.112,1.036
28.33,221.1,303.67,6.294,0.602
28.33,293.52,313.73,6.606,0.645
28.33,171.34,316.67,7.111,0.997
28.33,280.41,317.05,7.049,0.671
28.33,406.04,319.82,6.274,0.599
28.33,280.67,322.61,6.755,0.631
28.33,406.23,322.82,6.315,0.606
28.33,290.31,325.02,7.455,3.272
28.33,339.85,325.56,6.296,0.602
28.33,247.96,327.88,6.999,0.625
28.33,281.06,328.85,6.754,0.632
28.33,159.65,329.04,7.228,2.095
28.33,312.84,329.9,7.088,0.781
28.33,123.15,330.96,6.501,0.629
28.33,281.37,334.5,6.852,0.605
28.33,281.69,338.65,6.96,0.606
28.33,398.51,338.98,6.441,0.613
28.33,180.28,339.36,6.979,0.617
28.33,180.9,342.41,7.078,0.73
28.33,400.39,342.26,6.148,0.602
28.33,281.5,344.83,6.913,0.597
28.33,166.23,346.61,6.742,0.634
28.33,282.07,347.11,6.618,0.646
28.33,282.44,350.67,6.155,0.604
28.33,156.87,356.81,6.23,0.61
28.33,182.69,356.64,6.265,0.599
28.33,172.51,358.89,6.713,0.639
28.33,167.59,360.91,5.959,0.593
28.33,156.34,361.29,6.135,0.599
28.33,333.97,363.03,6.022,0.591
28.33,282.65,364.77,5.813,0.587
28.33,168.16,365.68,5.851,0.589
28.33,402.39,365.62,6.074,0.59
28.33,220.36,369.08,5.755,0.583
28.33,71.7,369.78,6.715,0.639
28.33,168.44,369.67,6.453,0.616
28.33,110.29,372.18,6.221,0.61
28.33,71.69,372.44,6.295,0.602
28.33,169.22,373.97,6.469,0.62
28.33,270.66,375.88,5.151,0.41
28.33,186.27,381.22,7.175,1.609
28.33,414.23,381.17,6.275,0.599
28.33,95.75,383.85,6.508,0.631
28.33,297.79,391.88,6.154,0.604
28.33,36.89,395.93,6.461,0.618
28.33,188.49,395.83,5.968,0.593
28.33,427.06,396.07,6.084,0.591
28.33,37.47,403.41,6.688,0.643
28.33,252.78,405.19,5.793,0.586
28.33,293.53,408.49,6.672,0.645
28.33,152.09,408.87,6.166,0.607
28.33,253.36,408.82,5.647,0.573
28.33,42.13,410.37,6.184,0.611
28.33,190.7,410.36,6.301,0.602
28.33,283.07,411.57,5.364,0.481
28.33,413.11,413.33,6.076,0.591
28.33,191.91,416.63,6.078,0.591
28.33,254.05,417.28,6.83,0.611
28.33,291.58,417.23,6.363,0.611
28.33,258.62,418.79,6.868,0.6
28.33,255.11,421.83,6.011,0.592
28.33,173.33,423.33,5.393,0.492
28.33,173.57,426.49,6.093,0.593
28.33,255.54,430.8,5.288,0.453
28.33,71.78,431.43,6.397,0.612
28.33,174.38,435.1,5.754,0.583
28.33,429.42,438.58,6.084,0.591
28.33,257.5,439.47,5.638,0.571
28.33,175.56,440.61,6.414,0.61
28.33,284.48,441.3,5.509,0.532
37.78,102.6,2.01,5.377,0.486
37.78,189.84,1.96,6.081,0.591
37.78,196.73,2.07,6.533,0.634
37.78,223.44,2.49,6.726,0.636
37.78,271.08,2.44,5.578,0.554
37.78,222.27,5.12,6.743,0.634
37.78,265.93,5.08,5.651,0.575
37.78,367.05,5.72,5.902,0.591
37.78,386.15,6.2,6.162,0.606
37.78,136.56,6.57,5.537,0.541
37.78,265.92,7.77,5.692,0.581
37.78,2.64,7.9,6.438,0.613
37.78,409.42,8.07,6.307,0.604
37.78,266.02,11.13,6.174,0.609
37.78,219.57,12.17,6.66,0.646
37.78,357.27,12.47,6.323,0.607
37.78,370.12,12.3,6.176,0.609
37.78,133.72,13.02,6.391,0.612
37.78,343.61,14.17,5.609,0.564
37.78,218.59,15.62,6.279,0.6
37.78,282.81,17.12,5.392,0.492
37.78,424.43,18.06,5.727,0.582
37.78,187.85,20.54,5.933,0.592
37.78,374.26,20.41,5.929,0.592
37.78,383.83,21.96,6.791,0.624
37.78,216.55,22.98,6.119,0.596
37.78,365.59,26.22,6.545,0.635
37.78,138.36,26.63,5.911,0.591
37.78,283.61,28.46,5.551,0.546
37.78,59.33,29.38,6.258,0.601
37.78,379.7,31.96,5.51,0.532
37.78,411.95,33.99,6.211,0.611
37.78,382.78,35.03,5.558,0.548
37.78,367.13,37.03,5.92,0.591
37.78,28.24,40.77,5.987,0.593
37.78,202.33,40.83,6.631,0.647
37.78,202.81,44.13,6.003,0.592
37.78,267.43,44.59,6.512,0.632
37.78,124.61,47.91,6.083,0.591
37.78,343.2,48.77,6.093,0.593
37.78,207.52,53.8,6.755,0.631
37.78,268.03,55.34,6.053,0.59
37.78,129.61,58.26,6.303,0.603
37.78,206.0,59.94,6.256,0.601
37.78,8.21,61.83,6.175,0.609
37.78,415.34,61.8,5.551,0.546
37.78,184.17,64.75,6.295,0.602
37.78,73.74,65.25,6.256,0.601
37.78,277.49,66.52,6.24,0.607
37.78,183.87,69.14,6.038,0.589
37.78,285.7,69.19,5.521,0.536
37.78,354.11,69.37,5.862,0.589
37.78,377.07,69.92,6.163,0.606
37.78,136.73,69.99,6.211,0.611
37.78,74.67,71.82,6.243,0.606
37.78,183.59,73.17,6.087,0.592
37.78,286.25,74.53,6.492,0.626
37.78,375.82,74.83,6.46,0.618
37.78,273.41,75.87,5.232,0.432
37.78,95.11,76.49,6.105,0.595
37.78,401.47,77.48,5.923,0.591
37.78,434.42,77.77,6.402,0.611
37.78,376.78,79.56,6.715,0.639
37.78,103.95,81.24,5.85,0.589
37.78,199.49,81.06,6.613,0.646
37.78,9.75,81.59,5.875,0.59
37.78,269.4,84.33,5.832,0.588
37.78,269.58,88.05,6.229,0.61
37.78,10.38,88.44,5.895,0.591
37.78,165.66,88.59,6.569,0.639
37.78,335.88,88.71,6.224,0.61
37.78,181.43,90.71,7.128,1.256
37.78,10.67,91.31,6.515,0.632
37.78,269.75,91.26,6.007,0.592
37.78,124.59,92.38,6.844,0.607
37.78,419.36,93.34,6.457,0.617
37.78,273.97,93.67,5.977,0.593
37.78,10.89,96.0,7.071,0.7
37.78,369.06,96.27,6.593,0.643
37.78,410.51,96.66,5.909,0.591
37.78,203.81,98.38,7.446,3.235
37.78,145.07,98.87,7.082,0.752
37.78,11.17,99.97,6.67,0.645
37.78,137.73,100.33,7.226,2.084
37.78,140.95,100.66,7.109,0.964
37.78,270.17,101.38,6.742,0.634
37.78,143.84,102.81,7.22,2.031
37.78,204.55,103.31,7.138,1.329
37.78,211.93,110.19,6.656,0.647
37.78,421.7,110.62,6.653,0.647
37.78,162.05,112.58,7.075,0.715
37.78,274.5,113.39,6.225,0.61
37.78,205.3,113.59,6.935,0.595
37.78,422.03,113.97,6.471,0.621
37.78,378.12,114.21,6.249,0.604
37.78,419.11,114.81,5.988,0.593
37.78,387.87,116.3,6.087,0.592
37.78,179.31,118.73,7.188,1.729
37.78,288.64,118.67,7.052,0.674
37.78,274.91,122.83,6.664,0.646
37.78,181.68,123.15,6.816,0.616
37.78,271.44,124.88,6.664,0.646
37.78,360.15,128.98,6.614,0.646
37.78,426.52,129.93,6.104,0.595
37.78,423.81,130.12,5.722,0.581
37.78,196.7,131.3,6.784,0.626
37.78,368.03,131.93,5.939,0.593
37.78,97.78,132.95,6.463,0.619
37.78,272.23,141.0,6.696,0.642
37.78,395.72,141.51,6.275,0.599
37.78,177.26,141.82,6.917,0.597
37.78,216.66,142.02,6.54,0.634
37.78,275.49,146.29,6.092,0.593
37.78,217.44,147.39,6.145,0.601
37.78,338.99,147.71,5.611,0.565
37.78,15.81,148.26,5.67,0.577
37.78,272.46,151.81,6.327,0.608
37.78,16.24,152.23,6.102,0.595
37.78,438.98,157.38,6.244,0.606
37.78,400.78,158.35,7.075,0.712
37.78,209.64,162.2,6.862,0.601
37.78,150.9,162.82,6.341,0.61
37.78,273.66,163.08,6.085,0.592
37.78,17.09,163.6,5.925,0.592
37.78,168.03,164.1,6.578,0.64
37.78,219.73,164.17,6.462,0.618
37.78,273.92,166.14,6.248,0.604
37.78,273.88,170.47,6.904,0.597
37.78,404.42,171.34,5.929,0.592
37.78,17.57,172.17,6.358,0.61
37.78,274.67,176.63,6.824,0.613
37.78,406.16,177.21,6.137,0.6
37.78,276.93,177.6,6.901,0.597
37.78,292.19,179.67,6.664,0.646
37.78,5.27,180.99,5.948,0.593
37.78,318.41,180.9,6.926,0.594
37.78,152.71,183.08,6.351,0.61
37.78,159.37,184.52,6.957,0.604
37.78,317.41,186.36,6.844,0.607
37.78,307.32,193.48,6.171,0.608
37.78,120.24,193.77,6.402,0.611
37.78,275.65,197.29,6.813,0.617
37.78,44.85,201.66,6.231,0.61
37.78,161.58,201.85,6.724,0.637
37.78,224.76,201.81,6.266,0.599
37.78,413.9,203.59,6.376,0.611
37.78,162.04,206.03,6.484,0.624
37.78,414.7,206.67,6.626,0.647
37.78,260.77,209.05,6.227,0.61
37.78,77.87,213.67,6.933,0.594
37.78,392.46,219.52,6.314,0.605
37.78,44.8,220.53,5.515,0.534
37.78,392.17,222.94,6.147,0.602
37.78,44.41,223.59,6.26,0.6
37.78,419.37,223.53,6.109,0.595
37.78,419.12,226.92,6.285,0.6
37.78,276.13,231.21,5.957,0.593
37.78,313.79,235.09,5.694,0.581
37.78,278.1,239.36,6.387,0.612
37.78,277.26,246.32,6.089,0.592
37.78,425.19,247.57,6.404,0.611
37.78,420.03,250.8,6.812,0.617
37.78,277.07,252.11,6.442,0.613
37.78,379.57,252.73,6.029,0.591
37.78,305.17,253.09,7.082,0.749
37.78,405.08,254.24,6.141,0.6
37.78,231.7,256.55,6.962,0.607
37.78,141.97,258.09,7.191,1.764
37.78,277.31,258.47,7.003,0.628
37.78,429.26,260.3,6.566,0.638
37.78,232.3,261.16,6.735,0.635
37.78,143.85,262.95,6.814,0.617
37.78,261.37,263.02,7.049,0.67
37.78,277.3,263.01,6.323,0.607
37.78,277.87,266.03,6.209,0.611
37.78,277.82,268.94,6.077,0.591
37.78,146.58,270.18,7.114,1.083
37.78,278.56,272.47,6.517,0.632
37.78,347.26,273.75,5.856,0.589
37.78,433.04,273.96,6.404,0.611
37.78,277.75,276.76,7.127,1.244
37.78,71.68,277.11,6.186,0.611
37.78,299.43,285.96,7.123,1.208
37.78,390.84,289.64,6.032,0.59
37.78,278.73,291.15,6.245,0.605
37.78,297.92,292.95,7.244,2.237
37.78,438.89,293.86,6.884,0.598
37.78,273.69,296.6,6.531,0.634
37.78,296.64,298.39,6.493,0.626
37.78,162.84,301.29,7.003,0.628
37.78,296.23,301.23,6.239,0.607
37.78,175.39,301.82,7.186,1.714
37.78,220.96,303.28,6.135,0.599
37.78,293.75,313.4,6.273,0.599
37.78,171.21,316.26,7.041,0.661
37.78,280.28,316.7,6.994,0.622
37.78,405.81,319.43,6.446,0.614
37.78,280.54,322.19,6.777,0.627
37.78,406.07,322.34,6.443,0.614
37.78,291.1,324.88,7.108,0.947
37.78,339.7,325.1,6.28,0.6
37.78,247.81,327.46,6.791,0.624
37.78,280.91,328.32,6.75,0.632
37.78,159.55,328.6,7.192,1.776
37.78,312.74,329.43,7.024,0.645
37.78,123.09,330.52,6.948,0.6
37.78,281.23,334.05,6.601,0.644
37.78,281.49,338.26,6.914,0.597
37.78,398.38,338.51,6.422,0.611
37.78,180.28,339.01,6.626,0.647
37.78,400.21,341.81,5.996,0.593
37.78,180.84,341.96,7.054,0.676
37.78,281.4,344.46,6.631,0.647
37.78,166.15,346.19,6.315,0.605
37.78,281.91,346.75,6.604,0.645
37.78,282.27,350.24,6.203,0.612
37.78,156.75,356.36,6.211,0.611
37.78,182.62,356.28,6.464,0.619
37.78,172.44,358.38,6.463,0.619
37.78,167.54,360.47,6.153,0.603
37.78,156.24,360.88,6.225,0.61
37.78,333.82,362.45,6.098,0.594
37.78,282.5,364.38,5.944,0.593
37.78,168.12,365.27,6.083,0.591
37.78,402.17,365.14,5.764,0.584
37.78,220.26,368.68,5.477,0.519
37.78,168.35,369.23,6.429,0.611
37.78,71.58,369.36,6.693,0.642
37.78,110.17,371.67,6.149,0.602
37.78,71.64,372.0,6.36,0.61
37.78,169.12,373.4,6.369,0.611
37.78,272.68,375.97,6.081,0.591
37.78,186.2,380.79,6.922,0.595
37.78,414.04,380.73,6.531,0.634
37.78,95.63,383.43,6.115,0.596
37.78,297.61,391.36,6.157,0.604
37.78,36.81,395.49,6.458,0.617
37.78,188.44,395.39,6.018,0.591
37.78,426.85,395.66,6.417,0.61
37.78,37.4,402.99,6.728,0.636
37.78,252.63,404.71,6.055,0.59
37.78,293.38,407.98,6.363,0.611
37.78,152.02,408.45,6.148,0.602
37.78,253.19,408.41,5.743,0.582
37.78,42.05,409.94,6.231,0.61
37.78,190.62,410.01,6.214,0.61
37.78,282.87,411.17,5.643,0.572
37.78,412.95,412.87,5.866,0.589
37.78,191.83,416.19,5.999,0.593
37.78,253.91,416.92,6.671,0.645
37.78,291.45,416.74,6.307,0.604
37.78,258.47,418.42,6.772,0.628
37.78,254.96,421.45,6.106,0.595
37.78,173.33,422.91,5.994,0.593
37.78,173.53,426.02,5.956,0.593
37.78,173.93,428.45,5.477,0.519
37.78,255.35,430.47,5.319,0.466
37.78,71.66,431.0,5.993,0.593
37.78,174.35,434.66,5.661,0.576
37.78,429.17,438.1,6.192,0.612
37.78,257.36,439.04,5.722,0.581
37.78,175.55,440.23,6.504,0.629
37.78,284.26,441.16,5.133,0.405
47.22,102.54,1.95,5.4,0.494
47.22,196.71,1.99,6.121,0.597
47.22,223.39,2.11,6.65,0.647
47.22,271.12,1.99,5.763,0.584
47.22,222.23,4.69,6.63,0.647
47.22,265.92,4.7,5.678,0.578
47.22,367.05,5.3,5.978,0.593
47.22,386.19,5.78,6.397,0.612
47.22,136.54,6.21,5.161,0.412
47.22,2.63,7.48,6.018,0.591
47.22,265.9,7.38,5.347,0.475
47.22,409.42,7.68,6.193,0.612
47.22,266.0,10.72,6.422,0.611
47.22,219.52,11.81,6.805,0.62
47.22,357.22,12.11,6.016,0.592
47.22,370.15,11.97,6.052,0.59
47.22,133.72,12.62,6.09,0.592
47.22,343.6,13.77,5.562,0.55
47.22,218.55,15.15,5.866,0.589
47.22,282.82,16.72,5.833,0.588
47.22,424.43,17.71,5.737,0.582
47.22,187.82,20.12,6.188,0.611
47.22,374.23,20.0,5.942,0.593
47.22,383.79,21.55,6.079,0.591
47.22,216.52,22.53,5.853,0.589
47.22,365.6,25.87,6.487,0.625
47.22,138.39,26.28,5.709,0.581
47.22,283.61,28.09,5.982,0.593
47.22,59.32,28.96,5.502,0.529
47.22,379.66,31.55,6.101,0.595
47.22,411.95,33.53,6.549,0.635
47.22,382.72,34.69,5.896,0.591
47.22,367.14,36.55,5.801,0.586
47.22,28.23,40.33,6.2,0.612
47.22,202.29,40.38,6.419,0.61
47.22,202.78,43.7,5.947,0.593
47.22,267.42,44.21,6.543,0.635
47.22,124.63,47.51,6.132,0.599
47.22,343.12,48.31,6.201,0.612
47.22,207.52,53.35,6.842,0.607
47.22,268.04,54.99,5.856,0.589
47.22,129.57,57.87,6.208,0.611
47.22,205.99,59.62,6.216,0.61
47.22,8.19,61.39,5.908,0.591
47.22,415.32,61.39,5.643,0.572
47.22,184.15,64.35,6.356,0.61
47.22,73.73,64.89,6.22,0.61
47.22,277.43,66.07,6.241,0.607
47.22,183.87,68.68,6.082,0.591
47.22,285.64,68.74,5.272,0.447
47.22,354.06,68.95,5.703,0.581
47.22,136.68,69.53,5.847,0.589
47.22,377.06,69.55,5.778,0.585
47.22,74.67,71.4,6.16,0.605
47.22,183.58,72.71,6.142,0.601
47.22,286.28,74.12,6.152,0.603
47.22,375.82,74.4,5.981,0.593
47.22,273.41,75.42,5.622,0.567
47.22,95.08,76.06,5.919,0.591
47.22,401.4,77.06,5.882,0.59
47.22,434.42,77.34,6.189,0.611
47.22,376.69,79.12,6.393,0.612
47.22,199.44,80.61,6.513,0.632
47.22,103.95,80.77,5.81,0.587
47.22,9.74,81.17,6.167,0.607
47.22,269.41,83.95,5.907,0.591
47.22,269.52,87.64,5.775,0.585
47.22,10.38,88.0,6.08,0.591
47.22,165.63,88.19,6.668,0.645
47.22,335.81,88.34,6.37,0.611
47.22,181.42,90.37,7.146,1.394
47.22,10.64,90.85,6.19,0.611
47.22,269.75,90.83,6.067,0.59
47.22,124.55,91.91,6.749,0.633
47.22,419.28,92.91,6.073,0.59
47.22,273.93,93.29,6.352,0.61
47.22,10.92,95.61,6.973,0.615
47.22,369.05,95.86,6.553,0.636
47.22,410.48,96.23,6.041,0.589
47.22,203.82,98.08,7.235,2.153
47.22,145.09,98.51,6.992,0.621
47.22,11.15,99.48,6.64,0.648
47.22,137.75,99.92,7.001,0.627
47.22,140.73,100.06,7.045,0.666
47.22,270.14,100.96,6.502,0.629
47.22,204.43,102.06,7.144,1.377
47.22,143.97,102.41,6.815,0.616
47.22,211.91,109.73,6.364,0.611
47.22,421.69,110.3,6.411,0.61
47.22,161.96,112.12,6.65,0.647
47.22,274.48,112.99,6.468,0.62
47.22,205.34,113.18,7.029,0.649
47.22,421.95,113.54,6.306,0.604
47.22,378.03,113.75,5.8,0.586
47.22,419.08,114.42,5.969,0.593
47.22,387.81,115.86,6.54,0.634
47.22,179.26,118.35,6.978,0.617
47.22,288.66,118.27,7.068,0.691
47.22,181.7,122.67,6.486,0.624
47.22,274.91,122.44,6.234,0.609
47.22,271.44,124.4,6.692,0.642
47.22,360.1,128.57,6.601,0.644
47.22,423.79,129.68,5.337,0.472
47.22,426.48,129.45,6.152,0.603
47.22,196.71,130.83,6.419,0.61
47.22,368.01,131.47,6.065,0.59
47.22,97.8,132.51,6.233,0.609
47.22,272.21,140.59,6.231,0.61
47.22,395.67,141.08,6.198,0.612
47.22,177.24,141.4,6.468,0.62
47.22,216.64,141.6,6.77,0.628
47.22,275.48,145.84,6.065,0.59
47.22,217.39,146.95,5.897,0.591
47.22,338.96,147.18,5.699,0.581
47.22,15.79,147.85,5.732,0.582
47.22,272.48,151.37,6.217,0.61
47.22,16.22,151.85,5.494,0.526
47.22,438.92,156.96,6.354,0.61
47.22,400.69,157.88,6.893,0.598
47.22,209.64,161.87,6.749,0.633
47.22,150.96,162.36,6.265,0.599
47.22,273.64,162.65,6.252,0.603
47.22,17.1,163.11,6.082,0.591
47.22,168.02,163.66,6.203,0.612
47.22,219.7,163.7,6.534,0.634
47.22,273.87,165.69,6.321,0.607
47.22,273.85,169.98,6.824,0.613
47.22,404.37,170.91,6.476,0.622
47.22,17.6,171.79,6.235,0.609
47.22,274.6,176.11,7.1,0.863
47.22,406.17,176.8,6.215,0.61
47.22,276.87,177.19,6.902,0.597
47.22,292.15,179.17,6.87,0.599
47.22,5.24,180.51,5.601,0.562
47.22,318.43,180.53,6.599,0.644
47.22,152.71,182.64,6.166,0.607
47.22,159.38,184.05,6.554,0.636
47.22,317.42,185.96,6.758,0.631
47.22,307.24,193.07,6.191,0.612
47.22,120.2,193.29,6.464,0.619
47.22,275.65,196.79,6.596,0.643
47.22,44.86,201.28,6.132,0.598
47.22,161.48,201.45,6.603,0.645
47.22,224.74,201.35,6.216,0.61
47.22,413.91,203.19,6.201,0.612
47.22,162.01,205.55,6.3,0.602
47.22,414.59,206.23,6.499,0.628
47.22,260.7,208.65,6.171,0.608
47.22,78.01,213.2,6.599,0.644
47.22,392.39,219.12,6.332,0.609
47.22,44.8,220.1,6.167,0.607
47.22,392.1,222.56,6.113,0.595
47.22,44.48,223.26,5.969,0.593
47.22,419.37,223.11,6.349,0.61
47.22,419.06,226.61,6.177,0.609
47.22,276.13,230.84,6.144,0.601
47.22,313.75,234.71,5.937,0.592
47.22,278.07,238.99,6.792,0.624
47.22,277.27,246.05,6.141,0.6
47.22,425.23,247.25,6.459,0.618
47.22,419.97,250.48,6.53,0.634
47.22,277.07,251.75,6.423,0.611
47.22,379.56,252.32,5.666,0.577
47.22,305.25,252.72,7.109,0.952
47.22,404.97,253.86,6.181,0.61
47.22,231.69,256.19,6.601,0.644
47.22,141.44,256.79,7.045,0.666
47.22,277.32,258.12,6.905,0.597
47.22,429.23,259.98,6.381,0.612
47.22,232.28,260.87,6.613,0.646
47.22,143.86,262.59,6.789,0.625
47.22,261.37,262.68,6.527,0.633
47.22,277.34,262.62,6.223,0.61
47.22,277.82,265.71,6.214,0.61
47.22,277.75,268.59,6.27,0.599
47.22,146.57,269.83,6.86,0.602
47.22,278.6,272.16,6.701,0.641
47.22,347.21,273.43,5.207,0.425
47.22,433.01,273.57,6.228,0.61
47.22,277.69,276.42,7.115,1.116
47.22,71.67,276.74,6.241,0.607
47.22,299.39,285.64,7.176,1.615
47.22,390.86,289.3,6.052,0.59
47.22,278.74,290.79,6.231,0.61
47.22,297.99,292.07,7.188,1.733
47.22,438.88,293.46,7.079,0.733
47.22,273.7,296.16,6.351,0.61
47.22,174.81,297.19,7.354,2.863
47.22,296.58,298.03,6.662,0.646
47.22,162.8,300.88,7.077,0.725
47.22,296.1,300.86,6.267,0.599
47.22,175.33,301.33,7.201,1.877
47.22,220.98,302.89,6.16,0.605
47.22,293.22,312.91,6.499,0.628
47.22,171.21,315.86,7.059,0.68
47.22,280.23,316.32,6.779,0.627
47.22,405.85,319.07,6.131,0.598
47.22,280.51,321.85,6.638,0.648
47.22,406.09,322.07,6.21,0.611
47.22,289.82,324.2,7.578,3.72
47.22,339.67,324.73,5.899,0.591
47.22,247.83,327.12,6.763,0.63
47.22,280.88,327.97,6.554,0.636
47.22,159.51,328.25,7.145,1.385
47.22,312.68,329.06,6.793,0.624
47.22,123.06,330.16,6.675,0.645
47.22,281.2,333.7,6.526,0.633
47.22,281.53,337.87,6.933,0.594
47.22,398.35,338.2,6.228,0.61
47.22,180.25,338.57,6.321,0.607
47.22,400.2,341.48,6.005,0.592
47.22,180.8,341.62,6.634,0.647
47.22,281.37,344.06,6.498,0.627
47.22,166.13,345.81,6.609,0.645
47.22,281.92,346.39,6.422,0.611
47.22,282.25,349.9,6.293,0.601
47.22,182.59,355.85,5.968,0.593
47.22,156.75,355.94,6.044,0.589
47.22,172.47,358.09,6.221,0.61
47.22,167.5,360.1,6.148,0.602
47.22,156.25,360.54,5.783,0.585
47.22,333.79,362.15,5.425,0.503
47.22,282.47,364.0,5.617,0.566
47.22,168.07,364.88,5.9,0.591
47.22,402.15,364.78,5.893,0.59
47.22,220.25,368.31,5.502,0.53
47.22,168.35,368.82,6.5,0.628
47.22,71.63,368.96,6.772,0.628
47.22,71.59,371.61,6.386,0.612
47.22,110.13,371.38,6.142,0.601
47.22,169.15,373.11,6.428,0.611
47.22,269.63,374.7,5.611,0.565
47.22,186.13,380.42,6.665,0.646
47.22,414.0,380.36,6.192,0.612
47.22,95.86,383.03,6.213,0.61
47.22,297.58,391.03,5.564,0.55
47.22,36.83,395.11,6.421,0.611
47.22,188.44,395.02,5.778,0.585
47.22,426.81,395.24,5.84,0.588
47.22,37.4,402.64,6.347,0.61
47.22,252.59,404.39,5.966,0.593
47.22,293.36,407.68,6.361,0.611
47.22,152.01,408.02,6.165,0.606
47.22,253.25,408.04,5.823,0.587
47.22,42.01,409.43,6.054,0.59
47.22,190.6,409.56,6.278,0.599
47.22,282.84,410.75,5.256,0.44
47.22,412.92,412.49,5.655,0.576
47.22,191.81,415.8,5.778,0.585
47.22,291.38,416.34,6.07,0.59
47.22,253.91,416.53,6.739,0.634
47.22,258.43,418.12,6.622,0.646
47.22,254.93,421.13,5.71,0.581
47.22,173.29,422.51,5.357,0.479
47.22,173.48,425.64,5.636,0.57
47.22,173.84,428.01,5.304,0.46
47.22,255.42,430.1,5.417,0.501
47.22,71.68,430.64,5.9,0.591
47.22,174.26,434.3,5.912,0.591
47.22,429.2,437.76,5.955,0.593
47.22,257.36,438.68,5.308,0.462
47.22,175.45,439.85,5.95,0.593
47.22,284.25,440.94,5.741,0.582
56.67,271.06,1.33,5.515,0.534
56.67,223.35,1.68,6.74,0.634
56.67,102.37,1.97,5.228,0.431
56.67,196.69,1.94,5.473,0.518
56.67,222.14,4.18,6.635,0.647
56.67,265.86,4.11,5.744,0.582
56.67,367.01,4.74,5.953,0.593
56.67,386.06,5.23,6.174,0.609
56.67,136.41,5.77,5.863,0.589
56.67,265.82,6.78,5.574,0.553
56.67,2.52,7.06,6.294,0.601
56.67,409.36,7.02,6.432,0.612
56.67,265.95,10.13,6.21,0.611
56.67,219.45,11.35,6.994,0.622
56.67,357.14,11.5,6.085,0.592
56.67,370.06,11.36,5.61,0.564
56.67,133.56,12.19,5.928,0.592
56.67,343.56,13.2,6.138,0.6
56.67,218.43,14.7,6.081,0.591
56.67,282.72,16.15,5.502,0.529
56.67,424.35,17.05,5.856,0.589
56.67,374.17,19.4,5.642,0.572
56.67,187.68,19.7,6.185,0.611
56.67,383.72,20.81,6.473,0.621
56.67,216.43,22.07,5.684,0.579
56.67,365.5,25.24,6.168,0.607
56.67,138.24,25.82,5.726,0.582
56.67,283.5,27.46,5.994,0.593
56.67,59.18,28.52,5.611,0.565
56.67,379.63,30.94,6.127,0.598
56.67,411.9,32.97,6.825,0.613
56.67,382.68,34.07,6.031,0.591
56.67,367.1,35.95,5.319,0.466
56.67,202.19,39.93,6.322,0.607
56.67,28.16,39.93,5.924,0.591
56.67,202.69,43.27,5.993,0.593
56.67,267.39,43.64,6.009,0.592
56.67,124.5,47.08,6.35,0.61
56.67,343.06,47.75,5.944,0.593
56.67,207.38,52.97,7.043,0.665
56.67,267.93,54.38,6.235,0.609
56.67,129.44,57.43,5.766,0.584
56.67,205.89,59.13,6.423,0.611
56.67,8.08,60.95,6.098,0.594
56.67,415.24,60.77,6.138,0.6
56.67,184.01,63.83,6.08,0.591
56.67,73.6,64.45,5.995,0.593
56.67,277.39,65.49,5.978,0.593
56.67,183.75,68.25,6.078,0.591
56.67,285.59,68.14,5.449,0.51
56.67,354.01,68.37,5.479,0.52
56.67,377.02,68.89,5.489,0.524
56.67,136.54,69.09,6.047,0.59
56.67,74.55,71.0,5.701,0.581
56.67,183.47,72.31,5.884,0.59
56.67,286.21,73.57,6.226,0.61
56.67,375.69,73.79,6.251,0.603
56.67,273.3,74.85,5.309,0.462
56.67,94.98,75.68,5.281,0.451
56.67,401.32,76.44,5.228,0.431
56.67,434.28,76.73,6.205,0.611
56.67,376.64,78.48,6.593,0.643
56.67,103.81,80.33,5.47,0.517
56.67,199.33,80.17,6.376,0.611
56.67,9.58,80.76,5.713,0.581
56.67,269.36,83.27,5.796,0.586
56.67,269.53,87.08,5.874,0.589
56.67,10.28,87.53,5.995,0.593
56.67,165.53,87.76,6.567,0.639
56.67,335.78,87.7,6.204,0.611
56.67,181.26,89.86,7.101,0.867
56.67,269.64,90.24,5.745,0.582
56.67,10.56,90.45,6.193,0.612
56.67,124.46,91.48,6.404,0.611
56.67,419.26,92.31,6.718,0.638
56.67,273.85,92.63,6.216,0.61
56.67,10.79,95.17,6.861,0.602
56.67,368.98,95.25,6.177,0.61
56.67,410.43,95.63,6.068,0.59
56.67,203.66,97.6,7.217,2.007
56.67,144.9,98.02,6.906,0.597
56.67,11.08,99.1,6.555,0.636
56.67,137.61,99.49,6.902,0.597
56.67,140.86,99.78,6.971,0.614
56.67,270.07,100.32,6.861,0.602
56.67,143.73,101.99,7.072,0.703
56.67,204.35,102.17,7.125,1.228
56.67,211.79,109.28,6.644,0.648
56.67,421.61,109.74,6.484,0.624
56.67,161.87,111.73,6.836,0.609
56.67,274.36,112.39,6.17,0.608
56.67,205.21,112.67,7.158,1.484
56.67,421.88,112.93,6.218,0.61
56.67,377.97,113.19,6.247,0.604
56.67,418.98,113.76,5.625,0.568
56.67,387.75,115.26,5.758,0.583
56.67,288.6,117.64,6.849,0.605
